Sample,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37
Class,QC,QC,QC,Blank,QC,QC,QC,Class 3,Class 1,Class 2,Class 1,Class 3,Class 3,QC,Class 4,Class 2,Class 4,Class 3,Class 4,Class 4,QC,Class 1,Class 1,Class 1,Class 1,Class 2,Class 2,QC,Class 3,Class 3,Class 4,Class 4,Class 2,Class 2,QC,QC,Blank
630,58588645,65069853,64895070,NaN,64785178,62386782,66288873,88258633,40709467,53029497,125859049,142321903,42660717,63937123,62547581,52751203,63363825,82204109,76750542,92564866,69596032,62893969,109439674,66125918,118499582,69789112,89852044,68052241,94266896,85761345,80989466,63280286,48914154,101676714,74513839,64997759,NaN
631,7122918,7249592,7301410,NaN,7085772,6938254,7244912,6008315,3630326,3979500,6287345,5162221,4792694,6871940,7671752,5705820,8267531,10658494,10449008,7347445,7431160,5537118,8801956,7377569,8571431,9995272,5454376,6731970,6932242,5971349,6952213,5311519,4708890,5973286,6957084,7354397,NaN
632,6302495,6538257,6434225,2168428,6379256,6922342,7018408,7683182,4724866,5705560,12752099,12496320,5281524,6312814,6249069,7292375,11354900,10023191,10264723,14809096,7173728,2211512,7451361,6649722,7727393,10812455,8061267,7275470,9070828,7234673,8044320,8101085,6984149,7750823,7944741,6398850,1235575
633,NaN,1827403,1650745,NaN,1966095,2337967,1945008,935386,1367701,2349545,NaN,NaN,2182204,1863482,1980335,1423757,444268,2023390,459327,525861,451383,1971786,1071712,NaN,NaN,832190,354010,2471082,1030480,564443,3325504,2120503,421670,NaN,639841,283051,NaN
634,1936194,1371956,1076619,6751232,2231169,1418321,1835554,5499381,2187785,1815446,2254409,22122015,1725115,1079502,2293182,943971,4709833,905527,NaN,3358677,908053,14971395,NaN,NaN,922237,1561260,3777976,1702865,2264255,7762802,1479533,5082492,1683890,1549730,833067,1929170,5998271
635,39427469,49051243,54203206,NaN,50699268,50470909,49566397,42588985,19508593,18458831,120324539,363229865,34938062,46598068,16760494,129452714,86599016,24999091,163507387,59934633,43535409,53640901,94578462,22616464,163620698,26734147,85064380,42196495,28805506,36557716,28286004,51891985,24796175,17707407,43271525,50078047,NaN
636,5351469,5396553,5289377,NaN,5610403,5473018,5919654,5710153,4798184,3819859,8287113,3968423,2604043,5634112,3577263,6482925,4387820,3810892,6684204,4168775,6022551,3552803,4944064,3997858,7796878,6999045,3986652,4984983,5311911,1972602,3584161,2894913,3512539,1717641,5739824,6265657,NaN
637,5866611,5972222,5878403,NaN,6159152,6006495,6136130,2960145,3492238,2795313,6143432,2683944,2964904,6019552,5012618,NaN,15408611,2150291,1128077,3306170,6202567,7871469,2684348,1439100,2870645,5051969,12567755,5793948,9351351,15347340,7115505,18527094,3231985,2608051,6169179,5772501,NaN
638,4118108,3647550,3480443,NaN,4160828,4124199,3572848,5340753,3210486,4005512,3507691,3075077,4118069,3805780,3395221,2299858,5613213,2588135,2313349,5143742,4548805,5832251,2631617,3674927,4989412,6904922,6362205,4057711,4587984,4771522,3566605,5164116,2798254,3488082,3917667,3841205,NaN
639,9031350,9939732,9220629,NaN,10460835,10708727,10505523,12380160,4496101,5499919,14671878,15331234,4662637,12751155,4395313,5272720,6453350,7122746,12099878,13451811,11831895,11194514,11903320,4435388,13985774,10750842,11090249,10681017,12363608,9989428,10614559,9384567,4644021,12742496,9673333,9937747,NaN
640,1265704,1069576,NaN,3851757,NaN,NaN,1173402,NaN,1767403,NaN,NaN,2308295,1223103,NaN,2904236,1731298,2435990,4099292,1181671,NaN,NaN,NaN,1584760,NaN,NaN,NaN,2772252,NaN,1733622,2510505,1747150,3475937,1514814,2100165,NaN,1124310,2979779
641,5559713,5791070,6169308,NaN,6158102,6130363,6722810,6203696,5869664,5802724,23267081,22489564,5510935,6168874,5133316,4972532,5151025,4725571,5083992,6504979,6579065,5578989,23978077,4851971,8556148,6010076,28514048,6241882,12562496,20910678,6147061,5701830,5765139,17430176,7837363,6102988,NaN
642,4137463,4074537,3882857,NaN,4017967,3992495,4176888,4363002,3457932,4770781,NaN,3762078,4677452,3459470,6566061,1977314,5548732,3166709,2302324,2918916,4116593,NaN,3111804,2357625,3731124,3969417,5886844,3184559,2952702,2836162,2820757,4353513,2043354,5389898,3848628,3399888,NaN
643,1633200,1421615,1474906,NaN,1667179,1481491,1487610,1908069,NaN,1592329,930832,NaN,NaN,1438844,NaN,1412384,1826177,1570657,NaN,1984814,1546133,2056189,NaN,1278830,1302856,2078692,NaN,1477634,1954344,855320,1676925,2264869,1660708,NaN,1754839,1756312,NaN
644,166730132,173342023,169519875,704150,175403544,168281742,175206897,174116116,167107988,166122134,161408947,192341432,151709098,169939825,163324290,156943508,142687799,120536137,178097484,165735760,189180505,156033051,206908608,157146589,267398185,193151880,264793191,175945724,251339671,226592412,192019817,178142041,159038172,258450499,201514009,175664047,878637
645,64491713,66693465,64211504,985038,67893789,64993287,62854113,41060381,155667537,3879851,52328639,65989509,6082750,64209590,127344195,57214520,53469812,71888611,41638219,4958752,58165993,75702121,169082413,135017776,31775639,3014705,98415904,61506156,4319192,88848972,2136052,88974659,3174657,163648292,59342842,63219577,1985641
646,10859071,10940676,10758899,NaN,10689587,10255330,10286012,11214015,10392479,9728666,NaN,20629090,NaN,9875663,12294581,NaN,8633193,13354029,NaN,20333478,9999276,NaN,NaN,NaN,NaN,19228930,NaN,9783858,13382008,NaN,10812596,NaN,8382416,NaN,10349349,9694284,400254
647,3708386,4269433,3616412,NaN,3730832,3545228,4285161,4724109,1104390,2188730,NaN,1772893,2673901,4391791,NaN,2322840,5202247,NaN,2271911,4898100,3468752,4202004,NaN,1190680,4013618,4987761,2364888,3895898,4716097,4151089,5653716,5138427,NaN,NaN,4055285,3377734,NaN
648,2295836,2230960,1993342,NaN,2676975,2253754,2338532,NaN,NaN,NaN,3842415,7373586,NaN,2520866,NaN,2118228,2308429,NaN,NaN,2081419,NaN,2815297,NaN,NaN,13800887,NaN,4149010,2182853,2242142,3870491,NaN,2397859,NaN,NaN,NaN,NaN,NaN
649,8276052,8514862,8270394,NaN,8746994,8546014,8721298,12156443,7680365,6137454,9499911,10296927,8458080,8553280,8713818,6481609,10920681,5199606,8620341,9782881,9417482,9524300,10227863,9711513,11669471,9072041,15513975,8932720,9674438,9023867,7286593,8871371,5044178,7710962,9265012,8713792,NaN
650,8480393,8789194,8709680,3423402,8904912,8898131,9061019,13284533,7103946,8107853,5984316,54941305,6929232,8956438,5205666,3744389,10705786,2833060,5175990,12063382,9562631,6761531,3740782,5240839,16440484,13210192,13845301,9061306,10605254,8226629,10491007,9013653,7036041,7634924,10239954,9424830,5869914
651,NaN,6385210,8520177,NaN,8822468,8363133,8722776,10586110,4178997,3157248,1381884,NaN,99602564,33359516,16934824,8989344,5990652,4530070,4569142,2240922,3093184,6784184,2568214,2554136,NaN,9714969,4194755,2603038,5583367,7121082,4129428,3758096,2885541,1289836,NaN,6193953,5823961
652,167977355,166078127,165633059,NaN,159258926,156261499,151179715,172494773,147168552,138158619,168887528,133327170,132985200,142678034,132258615,126135686,147256202,112665998,130361068,171588835,146315485,137279082,129206251,125402149,158401021,164014113,162430041,151292728,177385950,152810475,173129873,149388664,147907813,158654147,164828645,158959334,NaN
653,1180569,1004178,954735,NaN,1004332,844979,842371,1039634,714885,678826,1122066,1844231,443499,1028009,425918,1423265,1459065,NaN,1483323,1012823,751770,804467,NaN,NaN,1715475,1462717,NaN,915694,1243823,409345,1041286,339524,734274,538371,768427,780023,947177
654,10098232,9961900,11458136,11496181,9797608,10537151,10778968,16688973,16041781,9981721,13380452,17463649,12411541,10259459,12484713,7867165,17877894,7832402,7121078,20555934,10732261,10097468,9964176,7807476,17110520,19396670,18968860,10295154,18967872,20394871,15867780,29883285,13669055,15553394,10845263,10873338,4591875
655,53414155,50778297,51077530,NaN,55494420,55945174,53571067,67241463,48892497,40291498,47730567,44857361,56263596,50416291,60469236,26095673,59983643,33932550,45522340,62943855,56246032,44909301,50863521,38414701,57762706,60170583,71308604,49191843,70172264,54325905,55512827,53916856,47455791,67520517,60686632,45263236,NaN
656,7937585,7399948,7844319,8625545,7282140,8576755,7842514,7568723,8310877,6139101,7045021,8913368,7516004,7314299,7968642,7058062,8018697,5329569,5062753,4543909,7272420,10322408,7947039,5413807,6293970,5547308,7011444,6738734,7951456,6727359,6410403,9398971,5128016,5891546,6475600,6234359,3973701
657,27104943,26335710,26964458,NaN,24467516,26340018,24738005,42479681,20382322,35294496,12475075,11879243,28368894,28228117,28640646,23647759,39394001,20808677,22997599,34138219,25294836,36378647,12723508,30360506,22345082,38738540,21876413,29596316,21441309,15098669,31778181,37078197,24895040,14470460,24419014,29272687,NaN
658,21775592,22591874,22393462,NaN,23276349,23337058,23715156,47358811,13996524,24977498,23679518,22617389,22807951,24029944,15070158,12551535,39884093,8373024,13223135,41469272,25777897,26498061,21098558,20573339,18511663,46991862,42760172,24707939,46272245,23527467,30292890,35604528,14506492,21447903,26833116,25283257,NaN
659,595027483,585203993,585012742,1588118,578091382,568846660,569630151,868021579,463183783,601987917,384376885,480258525,630470773,572180107,497242813,343485502,784336007,325678969,260736980,717548871,574900874,905390661,674057004,481940818,533536871,895765416,919046023,591592189,832491577,753908043,767793379,857116546,419361644,529495519,591137891,566117443,1196280
660,5622284,5382416,5444868,NaN,5856097,5673711,5741511,6076072,5236288,4611456,7029489,7245947,4587715,5502259,5473435,5067260,5680309,4853874,4727376,6270305,5264691,5315319,5416689,4640562,5959492,6433616,6604835,6087637,7313018,7449631,6696438,6099110,5154813,7138890,5516637,5677111,NaN
661,5574281,5374588,5602906,208801,4992083,6102978,5752454,6747026,2466781,4358871,NaN,NaN,8474706,5814740,7669046,5703243,4713328,4987829,6145473,5194063,4948960,2404208,NaN,4143772,4647361,4718674,NaN,5185645,NaN,7849211,4894640,6396638,2247339,NaN,3798168,4900948,NaN
662,5986346,6417857,6596348,NaN,6728496,6623730,6117716,7152352,5039949,4942209,10975388,10407900,6194461,5906002,8234366,5411764,7385534,4560530,5895141,6261749,5887616,6442467,9162174,5414419,7584332,7261291,12201006,6834368,9608217,10075733,7250525,6757638,4881717,9436304,6770752,5828336,NaN
663,11162241,11064404,11302409,17955349,11230625,11254133,10945686,23512740,20434616,12531333,31140890,23056770,28829510,11312585,18458144,15942072,23851516,12497981,16564872,28560581,10824182,5277470,24133965,13666328,27661350,9862965,22344492,10824947,35850732,28609002,27442280,26972920,13356153,26368730,11478528,11545881,14208307
664,3784745,3538342,3595195,NaN,3717519,3842405,3793907,4600078,3283968,6619545,7697910,5315089,3864069,3506007,4179128,1865298,4007856,5294467,3206216,4242799,3776737,3309534,4878461,2709062,8219908,8372934,6416319,3405796,4676593,5694660,3666352,3618389,3264286,5441481,3970502,3099902,NaN
665,2467275,2616972,2643190,NaN,2747283,2777113,2706654,1459447,2833358,1089312,2413975,2616687,3357138,2737509,4320919,1652728,1501705,4778552,3795163,3419532,2828922,1211309,8010522,1663844,1877208,1626290,1972018,2891079,1832125,1474393,1543550,1552906,2742837,2921985,2751278,3017866,NaN
666,1222009,1268808,2338796,NaN,1270314,3127415,1210188,3253402,2687699,3092323,1478794,1476507,NaN,3173889,3242567,1732782,3323864,2001103,2191802,2076478,1254037,3598572,1599058,2727832,3737899,4386122,3414874,2657904,3362556,1656366,3463437,2933030,2146277,1373722,1313856,2359646,NaN
667,55297355,50848871,53437994,NaN,49437295,50735981,50828689,78243015,39335887,51662585,32119046,42955772,56728564,52012578,43210248,27187988,68295605,28411546,21253680,64634541,50850791,80394082,58996186,39944751,42354767,83578398,81625214,53189523,73614554,67652837,69312869,77147771,36724233,45798925,54517241,48824647,NaN
668,39812144,39722711,39852562,NaN,42866132,40764229,42415661,50157937,42840938,35412660,63028525,41249841,40795651,41721223,41631705,36799676,48393150,25141134,39138184,49719416,44178404,38252732,39871090,32808868,50688348,40994999,73130696,41217855,56865094,48295715,36004871,38885529,32469291,54524300,45575793,41788341,NaN
669,6134116,7356047,7100411,NaN,6352242,7116298,6599070,7908378,5652794,6256752,7073286,4728243,4933267,6673258,5249850,NaN,5399597,4488699,5145777,7063249,6377567,5595221,4495865,4889587,6972131,7259427,6555409,5859342,7660473,5547529,6927432,6956998,5645110,6011297,7541869,7055552,NaN
670,20230253,21405963,21647837,4148766,19433872,19641617,20097175,27040212,18524288,13687403,17841007,13156288,14577934,16860133,20360372,7004321,19505285,13224814,13049764,21783123,19105747,8136022,16609229,14156374,15517892,28304770,14814334,17750904,14164802,15900032,21327327,17789454,19019661,13057947,19553006,17278655,3569697
671,2716002,2873292,2708572,NaN,2870712,2868918,3259892,4270603,2543299,1822195,8833896,6552091,2023423,2896712,NaN,2540921,3258688,NaN,NaN,5849808,3325767,3006542,NaN,NaN,6986357,3707923,7201853,2909267,7376497,4716185,3420334,3674765,2133272,NaN,3576663,2906733,NaN
672,2631517,2573052,2404097,NaN,2580242,2028384,2334207,3414080,NaN,NaN,NaN,7971244,NaN,2425035,NaN,2305954,6295077,NaN,NaN,3282008,2399620,3361371,NaN,NaN,8132830,NaN,7278202,2450677,NaN,NaN,NaN,3545174,NaN,NaN,NaN,2703984,NaN
673,15845584,14697348,14719178,NaN,15163830,15207101,16013165,18672303,11867078,13438028,23138345,17622648,11473862,14531295,12479948,13860719,15153259,13675595,12869260,17975079,16424272,13743960,19879380,12447548,21186615,20905642,24802963,16088812,21216200,23341651,18194170,13985945,13329707,17765032,16256798,15922885,NaN
674,12040667,12144114,12150882,NaN,12874670,12440348,12580523,5061640,1785256,4107318,15341597,14052005,10094369,12421891,28252092,19102156,2233107,19759616,7505538,37623944,13046622,5239932,20129873,8835434,14178591,10709291,6201272,11921375,3528075,9008755,4838649,2738790,8660495,5125676,13108099,11729398,NaN
675,9642319,9801390,11314386,NaN,10334604,10686965,10609479,16647368,8203774,8145451,11970195,19810833,9958914,10378892,7847435,6512916,15962588,5491882,6524574,14237166,12073068,10551169,9374499,9438905,16996246,14058458,23304390,11788026,18123978,15782875,13303988,14072031,6185231,14134758,11879884,11502109,NaN
676,873483,452409,NaN,NaN,670206,499882,NaN,NaN,NaN,851739,NaN,NaN,642561,891960,1088241,NaN,NaN,NaN,NaN,778134,NaN,856592,NaN,NaN,NaN,1269703,1723660,640990,739801,NaN,882782,1471358,NaN,719477,798988,627509,NaN
677,119015983,118799396,117787341,NaN,119054894,116052552,118774311,230404910,67264528,101007974,50508088,103722784,141198192,120592394,150295841,37008809,263885709,30282672,47062265,173065218,129230600,191085004,84010202,94057237,94425835,299210467,394939622,130388803,271010422,168056260,202716393,232875143,36307229,90109637,144958648,131657896,NaN
678,4303144,6417158,3917097,6773443,6119187,4611440,6048406,2100565,12592215,5794517,2060723,5997338,10566287,1878254,11082459,4097239,15361520,2762128,4367789,15557221,4682659,431685,2951235,5147353,8367866,9754288,2209034,1428346,1912023,3282266,10623809,12836629,8002529,6065283,NaN,1253713,3616966
679,7931836,6837734,7212432,NaN,6836600,7470121,7272679,4444261,19177367,13048058,5284710,3353796,19570188,8332530,12808007,8936292,6189550,3825933,7736980,6213137,7643666,7506314,8075132,16306315,11221679,13134732,6374451,8274389,6179043,14612773,4460635,6344963,10364661,20909932,7622056,7704406,NaN
680,935275,2883882,3123440,945135,2020395,2247095,2287096,5251094,613091,2137055,1821113,1597088,1106766,874373,1140806,2990378,2343330,1282102,1741610,4211363,995377,901335,3435408,2765955,2375602,2569673,3521761,2391497,3784020,5167075,2883870,2617908,1074332,NaN,2231376,2908275,1429074
681,1255139,1319607,1373441,NaN,1251833,1077310,1232309,1703867,1353631,784852,NaN,562507,841743,955074,1225722,NaN,NaN,NaN,NaN,1468876,1034021,NaN,NaN,NaN,627637,1920419,NaN,1035264,740783,NaN,1411874,NaN,1338774,533280,1344220,1049263,NaN
682,9421791,9395408,9383143,NaN,10431397,9925264,9928177,11289029,7982273,8650390,8019358,10449422,10065298,9550735,9920852,8287596,10317692,7608352,7698141,11178579,11001740,8405491,14854470,7373361,9457798,11281123,13022017,10234624,11032793,13683460,11243698,10584322,9401240,10605666,11840811,9671998,NaN
683,2953625,NaN,NaN,NaN,2883633,2776177,NaN,4477543,5091071,3215865,6615728,5600554,3401809,3212962,2631042,NaN,3033658,4203077,3099629,4620692,2939843,3034381,4709093,1800944,3601930,5822714,7212895,4538361,NaN,5099390,5899844,4164839,4755970,2959262,3504860,3022431,NaN
684,624116793,626241180,610789071,68259055,557762657,559977137,556280650,540341530,529757050,548695786,622753634,645210277,369630827,566070381,425898742,497034144,487380797,492104365,408761358,535689702,550674037,438623127,553526113,448887127,579937216,564032639,636719707,573632993,678378440,615364602,492594479,469894308,580456535,610282529,574554508,567360580,60701614
685,2192574,2466880,2283577,NaN,2275431,2283783,1816522,2518942,1503680,1540608,4053053,15865601,1798469,1791151,1758340,2300674,2766977,3052981,2889604,4916668,2697654,3189351,1983946,1413214,3805446,2868444,3689900,2214150,5315339,8439848,3253869,1911252,1260599,2379986,3088961,2430876,NaN
686,4054670,3971227,2778162,1724137,2852202,2827616,2942134,2697411,9033001,3728448,6633042,9014218,4444730,1542723,3866385,4799777,5375344,5451769,4301750,2915683,4669880,13309384,6119352,2591762,5041037,2101562,7113343,2840789,5229229,4663518,2693193,3742395,3464365,1573538,4384685,3544583,1532470
